0;I;54,36,79
1;S;32,12,39,77,31
2;S;42,85,67,68
3;S;57,71,29
4;S;22,61,34
5;S;48,72,55
6;S;87,98,47
7;S;25,75,26
8;S;82,12,91,52,85,86,78,14,67,25
9;S;43,91,78,14,89
10;S;35,29,72
11;S;13,85,40
12;S;1,75,8
13;S;91,11,21
14;S;35,8,68,86,9,92,31,70,75,79,28
15;S;79,50,52
16;S;65,46,25,39,34,20,77,27,87
17;S;83,20,95
18;S;95,81,71
19;S;65,91,93,36,53,62
20;S;76,16,17,68
21;S;84,87,77,13,68
22;S;60,4,57
23;S;30,57,38
24;S;87,43,32
25;S;7,66,8,16,41,34
26;S;48,53,7,85
27;I;49,16,76,92
28;S;45,53,14
29;S;3,44,68,10,85
30;S;70,23,68
31;S;55,1,14
32;S;68,1,24,53
33;S;62,80,85
34;S;16,83,4,25
35;S;14,69,10
36;S;0,70,88,40,19,43
37;S;63,84,43,83,81,54
38;S;66,58,23
39;S;75,60,51,16,1,83
40;S;36,56,11,74
41;S;89,83,25
42;S;72,2,83
43;S;37,46,9,36,24
44;S;95,97,29
45;S;28,73,63,47
46;S;43,16,65,64
47;S;6,98,45
48;S;49,5,88,82,74,26,87
49;S;74,27,90,48
50;S;63,93,15,78,96
51;S;76,95,39,83
52;S;15,80,8
53;S;93,28,19,26,32,55,64
54;S;85,0,37
55;S;53,31,5
56;S;40,60
57;S;3,23,22
58;S;38,67,93
59;S;91,94,89
60;S;67,22,89,39,56
61;S;79,4,66
62;S;33,19,80
63;S;97,45,37,80,50
64;S;46,53,68
65;S;95,16,46,19
66;S;25,61,38
67;S;73,2,8,58,99,60
68;S;14,21,90,30,20,29,86,87,97,82,2,99,64,94,32,72
69;S;35,80,83
70;S;14,30,36
71;S;18,3,87
72;S;5,42,98,68,10
73;S;89,67,45
74;S;49,48,40
75;S;94,14,12,39,7
76;S;20,27,99,51
77;S;16,1,21
78;S;50,9,8
79;S;82,14,85,0,61,15
80;S;33,52,63,62,90,89,69
81;S;87,37,18
82;S;68,8,48,79
83;S;37,69,51,34,17,85,41,42,39
84;S;37,97,21
85;S;8,87,29,79,83,2,33,88,11,26,54
86;S;68,14,8
87;S;68,81,85,16,24,99,6,95,21,71,48
88;S;36,85,95,48
89;S;9,41,59,80,73,60
90;S;68,80,94,49
91;S;9,8,59,13,19
92;S;14,95,27
93;S;19,50,58,53
94;S;68,90,75,59
95;S;51,88,92,18,65,44,17,87
96;S;98,50
97;S;63,84,68,44
98;I;6,72,47,96
99;S;67,87,68,76
